time_s	goal_index	ee_error_m	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	action_delta_l2	update_ms
1.7	0	0.129351973	-0.257872907	0.0305376815	0.545579989	0.0126484939	0.0261718642	0.106549362	0.114646431	19.281835
1.71	0	0.132031289	-0.260461989	0.0299121216	0.544038927	0.00871459216	0.0603067384	0.10642517	0.142657093	19.542028
1.72	0	0.136321916	-0.263096379	0.0292554079	0.542125634	0.0222977202	0.131485445	0.105908336	0.0926294234	19.429697
1.73	0	0.138058359	-0.265792787	0.0285734176	0.539707301	0.0227540105	0.240028397	0.105921553	0.166569601	19.631926
1.74	0	0.136419664	-0.268616106	0.0278422151	0.536821165	0.0238695196	0.434468642	0.106756704	0.124089414	26.173843
1.75	0	0.132488639	-0.271604487	0.0270271911	0.534901782	-0.00778443581	0.700740105	0.107963312	0.101874427	19.475783
1.76	0	0.130596142	-0.274674636	0.0261776464	0.533502191	-0.109041502	0.948338927	0.108382846	0.104184776	19.188119
1.77	0	0.130530839	-0.277757328	0.0252943098	0.532764193	-0.243831796	1.16473536	0.107880813	0.118385823	19.245658
1.78	0	0.131447148	-0.280819173	0.0243554674	0.532411983	-0.364931247	1.3665335	0.106801371	0.074719733	19.10533
1.79	0	0.133111101	-0.283896575	0.0233975619	0.532589367	-0.569703545	1.52975261	0.105355553	0.0907796723	19.236382
1.8	0	0.132779615	-0.286939955	0.0224591923	0.533180349	-0.824803659	1.67529545	0.104596773	0.0951819479	19.516996
1.81	0	0.130764048	-0.289979461	0.0215488723	0.534165897	-1.10729571	1.78331364	0.10472669	0.0920829908	19.111787
1.82	0	0.12925985	-0.2929718	0.0206826502	0.535495954	-1.40027423	1.82828766	0.105540072	0.10094143	19.054273
1.83	0	0.13013045	-0.29591424	0.0198637697	0.537118071	-1.66235504	1.78020283	0.105613323	0.0784974297	22.595566
1.84	0	0.132048596	-0.298869067	0.0190912905	0.53895238	-1.90497121	1.64144377	0.104749071	0.109194954	25.043331
1.85	0	0.133710491	-0.301817649	0.0184286112	0.54017087	-2.20732846	1.58859398	0.103431922	0.1301077	22.831908
1.86	0	0.135586221	-0.304663958	0.0177443798	0.541307732	-2.28429508	1.5179234	0.102848428	0.172480166	22.167008
