time_s	goal_index	ee_error_m	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	action_delta_l2	update_ms
1.12	1	0.38200607	0.0775574565	0.0161771213	0.528290547	0.767885673	2.25324509	0.15663088	0.166540217	34.587647
1.13	1	0.376878205	0.0785814326	0.0158467776	0.528927196	0.807630365	2.38681984	0.156848479	0.189995636	38.446793
1.14	1	0.367372139	0.0795117953	0.0154277091	0.529027254	0.830664662	2.35391168	0.156647326	0.0812096239	38.501965
1.15	1	0.354163429	0.0802751991	0.0147779648	0.529022071	1.01156403	2.38550781	0.156082801	0.13459695	33.865291
1.16	1	0.337337017	0.0809206065	0.0139923883	0.529094109	1.18861785	2.35932487	0.15501105	0.114525751	34.624947
1.17	1	0.317280585	0.0814218138	0.0130921257	0.529239621	1.35083014	2.3178405	0.15346511	0.124646056	36.015623
1.18	1	0.295260259	0.0818180883	0.0120796221	0.529421992	1.53336169	2.28341295	0.151485497	0.112330308	35.612697
1.19	1	0.270978101	0.0820720647	0.0109824484	0.529736259	1.73162453	2.28909821	0.149249656	0.150960508	41.498142
1.2	1	0.246530106	0.0822085744	0.00985239501	0.529967837	1.91518295	2.31289657	0.146739767	0.101646308	36.496231
1.21	1	0.223050632	0.0822724805	0.00871911434	0.530092457	2.09716524	2.38397237	0.144127041	0.167383966	36.767471
1.22	1	0.199985669	0.0822837437	0.00758755799	0.530067917	2.2768313	2.51512498	0.141765935	0.120923005	35.92108
1.23	1	0.178572024	0.082295024	0.00647556285	0.529825495	2.43034187	2.66187794	0.139716308	0.131703891	35.998661
1.24	1	0.159374256	0.0823920751	0.00539747024	0.529272875	2.53613976	2.76345031	0.137972884	0.126153272	35.119625
1.25	1	0.142069355	0.082425278	0.0044640061	0.529097476	2.39611914	2.96978964	0.136532901	0.11816039	35.723725
1.26	1	0.125991711	0.0823044269	0.0036226734	0.529626342	2.1659754	3.18279381	0.135245101	0.121117928	36.105122
1.27	1	0.112050902	0.0820722644	0.00289949668	0.530535934	1.87437421	3.38079966	0.134025147	0.0696203744	33.854
1.28	1	0.0996486969	0.0817509157	0.00220465794	0.531227106	1.62995473	3.64252553	0.132949151	0.0756010309	34.487703
1.29	1	0.0890981578	0.0813323489	0.00167359971	0.532152393	1.33850959	3.82694867	0.131781677	0.0921245252	34.827364
1.3	1	0.0802214924	0.0808634343	0.00133085012	0.533138221	1.03445917	3.93956099	0.130615296	0.0635584619	34.785962
1.31	1	0.0728593433	0.0803549697	0.00119530276	0.534088613	0.7214133	3.99471533	0.129484768	0.0634148644	35.505726
1.32	1	0.067717932	0.0797768363	0.00123809073	0.535066401	0.417452009	3.98104753	0.128316607	0.0774910168	34.135335
1.33	1	0.064009777	0.0791371068	0.00146074518	0.536184748	0.102026301	3.94178788	0.127218677	0.130555445	33.783947
1.34	1	0.0614393687	0.0783976895	0.00184925555	0.537450258	-0.218319989	3.86867219	0.126174047	0.0602274029	33.899528
1.35	1	0.0600266059	0.0775748639	0.00238307707	0.538782686	-0.536075148	3.78747755	0.125269383	0.139396019	40.730022
1.36	1	0.0602925332	0.0767368084	0.00301593042	0.539954063	-0.800157541	3.70549879	0.12460907	0.0977743712	35.898719
1.37	1	0.0612447089	0.0758671957	0.00370081604	0.540849325	-0.995623574	3.64022601	0.124161004	0.112778968	36.058557
1.38	1	0.0620692763	0.075010512	0.00443801423	0.54143908	-1.1699391	3.59593956	0.123832299	0.122492759	35.421469
1.39	1	0.062268612	0.0741759199	0.00522585291	0.541682622	-1.30745917	3.55258662	0.123379456	0.128191927	36.33619
1.4	1	0.0618801595	0.0734592466	0.00605653861	0.541629769	-1.41885275	3.47793001	0.122747315	0.106066458	44.98161
1.41	1	0.0597774511	0.0729090134	0.00691748708	0.541274928	-1.50492275	3.35556471	0.122055144	0.106936674	40.084728
1.42	1	0.0576326501	0.0726021121	0.00780377484	0.54068136	-1.53515205	3.19210928	0.121345016	0.105200675	36.998057
1.43	1	0.0550779231	0.0724798859	0.0087267047	0.539967113	-1.52792264	3.02823793	0.120790203	0.0893456465	40.986576
1.44	1	0.0522983365	0.0725198658	0.00969666437	0.539253766	-1.48681839	2.865034	0.120254362	0.107288853	39.64185
1.45	1	0.0496418779	0.072687487	0.010702197	0.53862807	-1.41304147	2.6910627	0.119632303	0.0834265417	39.526821
1.46	1	0.0464748965	0.0729531573	0.0117298269	0.538048366	-1.31901894	2.50320772	0.118904223	0.109581125	44.157067
1.47	1	0.0426290299	0.0732962451	0.0128450343	0.53714298	-1.3051651	2.41484441	0.118373668	0.13485626	42.32246
1.48	1	0.0384710314	0.0736565415	0.0139506752	0.5362835	-1.24084519	2.31882736	0.117715355	0.104695069	32.766603
1.49	1	0.0342399505	0.0740521474	0.0150281019	0.535423353	-1.12747292	2.19508165	0.116892498	0.0932829884	41.750958
1.5	1	0.0301214885	0.0744526203	0.016106572	0.534376663	-0.971864982	2.07192504	0.116188882	0.117003425	40.665316
1.51	1	0.0280583431	0.0748623311	0.0170425394	0.533539712	-0.589656295	2.0843199	0.115864223	0.172132024	32.758091
1.52	1	0.0263499003	0.0751707339	0.0177780847	0.53251715	0.0207550493	2.09973539	0.115517041	0.140504898	34.365359
1.53	1	0.024925142	0.0754793931	0.0184002585	0.531977959	0.563639334	2.13521935	0.115151318	0.119011847	34.894609
1.54	1	0.0225658182	0.0757043898	0.0189020621	0.531859134	1.0460339	2.18865239	0.114743143	0.0854256748	34.192676
1.55	1	0.0194030396	0.0758837992	0.019303834	0.532058693	1.45125882	2.19412166	0.114175186	0.0891166098	38.811941
1.56	1	0.0158652109	0.0759980938	0.0196221604	0.532483359	1.78906847	2.17006868	0.113531006	0.0797055223	42.954051
1.57	1	0.0127453942	0.0761024235	0.0198308895	0.533038888	2.10768653	2.11564292	0.112817061	0.089902118	37.427175
1.58	1	0.0110631865	0.0762855996	0.0200601669	0.533346137	2.28662288	2.06740675	0.112193938	0.0811875906	37.394304
1.59	1	0.0120484896	0.0764124321	0.0202398118	0.534052921	2.40245527	1.96142951	0.111317515	0.115411888	39.874794
1.6	1	0.0151090796	0.0764981112	0.0203633137	0.534940519	2.49202664	1.78920452	0.110210023	0.154428114	32.133116
1.61	1	0.0187457061	0.0765255908	0.0204190936	0.535930634	2.53551481	1.58854029	0.109044058	0.115918673	39.976408
1.62	1	0.0216231508	0.0765673158	0.0203198383	0.536544172	2.63732598	1.45117331	0.108190763	0.0851049983	39.88548
1.63	1	0.0236549879	0.0765814648	0.0202022323	0.537239302	2.61521494	1.29707431	0.10730122	0.0966363742	36.147704
1.64	1	0.0233975048	0.0766385281	0.0201154736	0.53784841	2.4753504	1.16007752	0.106659306	0.154638057	41.293188
1.65	1	0.0215756738	0.076767607	0.0200284561	0.538281182	2.27416717	1.03749863	0.106156322	0.0872965882	33.921395
1.66	1	0.0184463128	0.0769087574	0.0199483983	0.538533405	2.03303768	0.950905843	0.105685078	0.136945491	35.286384
1.67	1	0.0150485723	0.0770920637	0.019895987	0.5385626	1.7416732	0.875807007	0.105120798	0.100821775	38.552559
1.68	1	0.0122411448	0.0773538898	0.0198561864	0.538414561	1.39607634	0.800911173	0.104499557	0.138548918	44.039009
