time_s	box_x_m	box_y_m	box_z_m	box_error_m	box_progress_m	box_lateral_error_m	box_tilt_deg	ee_contact_error_m	contact_engaged	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.15	1	-6.00120554e-20	0.189978852	2.82842712	-4.24349313e-20	4.24349313e-20	0	0.680909966	0	-0.0219605729	0.00120396894	0.487690585	-0.111606452	6.27804175	0.419146995	0.0647255533	0.072949636	21.290237
0.16	1	-6.00120554e-20	0.189983684	2.82842712	-4.24349313e-20	4.24349313e-20	0	0.65034002	0	-0.0242855838	0.000520561534	0.484391181	0.358258909	6.99322109	0.417283505	0.0534186257	0.0712615803	20.727432
0.17	1	-6.00120554e-20	0.189987389	2.82842712	-4.24349313e-20	4.24349313e-20	0	0.617043066	0	-0.0266544578	-0.00040267174	0.481683265	0.894414961	7.65034981	0.414129211	0.0577453021	0.0695404268	22.187033
0.18	1	-5.70114526e-20	0.189990229	2.82842712	-4.03131847e-20	4.03131847e-20	0	0.581526311	0	-0.0290415834	-0.00155150864	0.479484125	1.43257638	8.22825634	0.410038924	0.076989231	0.0678107084	23.931921
0.19	1	-5.70114526e-20	0.189992407	2.82842712	-4.03131847e-20	4.03131847e-20	0	0.544417745	0	-0.0313530382	-0.00286941805	0.477649158	1.91072677	8.68086501	0.405120209	0.131628331	0.066059521	21.689125
0.2	1	-5.10102471e-20	0.189994076	2.82842712	-3.60696916e-20	3.60696916e-20	0	0.506513063	0	-0.0335461716	-0.0044543296	0.475757523	2.44806809	9.10189	0.399841674	0.0575850722	0.0642731053	20.706777
0.21	1	-6.00120554e-21	0.189995356	2.82842712	-4.24349313e-21	4.24349313e-21	0	0.468237585	0	-0.0356500012	-0.00620137652	0.474245404	2.83044854	9.34151587	0.393630784	0.0977743688	0.0624051625	22.132544
0.22	1	-6.00120554e-21	0.189996338	2.82842712	-4.24349313e-21	4.24349313e-21	0	0.430355341	0	-0.037724395	-0.00809435022	0.473000199	3.11092586	9.43027547	0.386392932	0.11286386	0.0605456252	21.835637
0.23	1	-6.00120554e-21	0.18999709	2.82842712	-4.24349313e-21	4.24349313e-21	0	0.393593476	0	-0.0396796128	-0.0101263389	0.471853831	3.32695965	9.3428241	0.3785128	0.127643165	0.0587283376	21.32836
0.24	1	3.00060277e-21	0.189997667	2.82842712	2.12174657e-21	2.12174657e-21	0	0.35833024	0	-0.0412375084	-0.0120599265	0.470954431	3.32309846	9.31054681	0.370654898	0.0977744378	0.0569213854	20.584225
0.25	1	0	0.189998109	2.82842712	0	0	0	0.325145309	0	-0.0424963965	-0.0139761887	0.470693887	3.21462335	9.23637842	0.362628248	0.0987479182	0.0549838084	21.415475
0.26	1	6.00120554e-21	0.189998448	2.82842712	4.24349313e-21	4.24349313e-21	0	0.294546994	0	-0.0434746032	-0.0158312872	0.470812993	2.97987289	9.15299502	0.354714086	0.0786821655	0.0530382534	21.919811
0.27	1	9.00180831e-21	0.189998708	2.82842712	6.3652397e-21	6.3652397e-21	0	0.26687433	0	-0.0441908357	-0.0176541961	0.47140105	2.72993319	9.09902127	0.347210921	0.0944166911	0.0510418713	22.856045
0.28	1	6.00120554e-21	0.189998908	2.82842712	4.24349313e-21	4.24349313e-21	0	0.242368559	0	-0.044631063	-0.0193916571	0.472230739	2.39171977	9.0511575	0.340022495	0.10530288	0.0490720441	21.231771
0.29	1	6.00120554e-21	0.189999061	2.82842712	4.24349313e-21	4.24349313e-21	0	0.221074192	0	-0.0447343319	-0.0210411719	0.473497962	2.07144132	9.02432511	0.333132062	0.0842485954	0.0470686768	22.040699
0.3	1	-3.00060277e-21	0.189999178	2.82842712	-2.12174657e-21	2.12174657e-21	0	0.20299449	0	-0.0444847514	-0.0225491358	0.474985233	1.67664417	9.00068307	0.326718358	0.0767272028	0.0450743056	22.791834
